OrderID,Date,RegionID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,UnitCost
50038,2025-01-17,3,1005,112,3,49.0,0.05,29.89
50039,2025-01-17,1,1006,103,4,79.0,0.1,48.19
50040,2025-01-18,2,1007,102,3,999.0,0.05,579.42
50041,2025-01-18,4,1008,105,4,329.0,0.1,190.82
50042,2025-01-19,3,1010,107,4,29.0,0.1,15.95
50043,2025-01-19,1,1011,110,5,199.0,0.15,109.45
50044,2025-01-20,4,1013,112,5,49.0,0.15,29.89
50045,2025-01-20,2,1014,103,1,79.0,0.0,48.19
50046,2025-01-21,1,1001,105,1,329.0,0.0,190.82
50047,2025-01-21,3,1002,108,2,599.0,0.05,347.42
50048,2025-01-21,1,1003,111,3,899.0,0.1,521.42
50049,2025-01-22,2,1004,110,2,199.0,0.05,109.45
50050,2025-01-22,4,1005,101,3,1299.0,0.1,714.45
50051,2025-01-23,3,1007,103,3,79.0,0.1,48.19
50052,2025-01-23,1,1008,106,4,249.0,0.15,151.89
50053,2025-01-24,4,1010,108,4,599.0,0.15,347.42
50054,2025-01-24,2,1011,111,5,899.0,0.0,521.42
50055,2025-01-25,1,1013,101,5,1299.0,0.0,714.45
50056,2025-01-25,3,1014,104,1,39.0,0.05,21.45
50057,2025-01-25,1,1015,107,2,29.0,0.1,15.95
50058,2025-01-26,2,1001,106,1,249.0,0.05,151.89
50059,2025-01-26,4,1002,109,2,349.0,0.1,212.89
50060,2025-01-27,3,1004,111,2,899.0,0.1,521.42
50061,2025-01-27,1,1005,102,3,999.0,0.15,579.42
50062,2025-01-28,4,1007,104,3,39.0,0.15,21.45
50063,2025-01-28,2,1008,107,4,29.0,0.0,15.95
50064,2025-01-29,1,1010,109,4,349.0,0.0,212.89
50065,2025-01-29,3,1011,112,5,49.0,0.05,29.89
50066,2025-01-29,1,1012,103,1,79.0,0.1,48.19
50067,2025-01-30,2,1013,102,5,999.0,0.05,579.42
50068,2025-01-30,4,1014,105,1,329.0,0.1,190.82
50069,2025-01-31,3,1001,107,1,29.0,0.1,15.95
50070,2025-01-31,1,1002,110,2,199.0,0.15,109.45
50071,2025-02-01,4,1004,112,2,49.0,0.15,29.89
50072,2025-02-01,2,1005,103,3,79.0,0.0,48.19
50073,2025-02-02,1,1007,105,3,329.0,0.0,190.82
50074,2025-02-02,3,1008,108,4,599.0,0.05,347.42
50075,2025-02-02,1,1009,111,5,899.0,0.1,521.42
50076,2025-02-03,2,1010,110,4,199.0,0.05,109.45
50077,2025-02-03,4,1011,101,5,1299.0,0.1,714.45
50078,2025-02-04,3,1013,103,5,79.0,0.1,48.19
50079,2025-02-04,1,1014,106,1,249.0,0.15,151.89
50080,2025-02-05,4,1001,108,1,599.0,0.15,347.42
50081,2025-02-05,2,1002,111,2,899.0,0.0,521.42
50082,2025-02-06,1,1004,101,2,1299.0,0.0,714.45
50083,2025-02-06,3,1005,104,3,39.0,0.05,21.45
50084,2025-02-06,1,1006,107,4,29.0,0.1,15.95
50085,2025-02-07,2,1007,106,3,249.0,0.05,151.89
50086,2025-02-07,4,1008,109,4,349.0,0.1,212.89
50087,2025-02-08,3,1010,111,4,899.0,0.1,521.42
50088,2025-02-08,1,1011,102,5,999.0,0.15,579.42
50089,2025-02-09,4,1013,104,5,39.0,0.15,21.45
50090,2025-02-09,2,1014,107,1,29.0,0.0,15.95
50091,2025-02-10,1,1001,109,1,349.0,0.0,212.89
50092,2025-02-10,3,1002,112,2,49.0,0.05,29.89
50093,2025-02-10,1,1003,103,3,79.0,0.1,48.19
50094,2025-02-11,2,1004,102,2,999.0,0.05,579.42
50095,2025-02-11,4,1005,105,3,329.0,0.1,190.82
50096,2025-02-12,3,1007,107,3,29.0,0.1,15.95
50097,2025-02-12,1,1008,110,4,199.0,0.15,109.45
50098,2025-02-13,4,1010,112,4,49.0,0.15,29.89
50099,2025-02-13,2,1011,103,5,79.0,0.0,48.19
50100,2025-02-14,1,1013,105,5,329.0,0.0,190.82
50101,2025-02-14,3,1014,108,1,599.0,0.05,347.42
50102,2025-02-14,1,1015,111,2,899.0,0.1,521.42
50103,2025-02-15,2,1001,110,1,199.0,0.05,109.45
50104,2025-02-15,4,1002,101,2,1299.0,0.1,714.45
50105,2025-02-16,3,1004,103,2,79.0,0.1,48.19
50106,2025-02-16,1,1005,106,3,249.0,0.15,151.89
50107,2025-02-17,4,1007,108,3,599.0,0.15,347.42
50108,2025-02-17,2,1008,111,4,899.0,0.0,521.42
50109,2025-02-18,1,1010,101,4,1299.0,0.0,714.45
50110,2025-02-18,3,1011,104,5,39.0,0.05,21.45
50111,2025-02-18,1,1012,107,1,29.0,0.1,15.95
50112,2025-02-19,2,1013,106,5,249.0,0.05,151.89
50113,2025-02-19,4,1014,109,1,349.0,0.1,212.89
50114,2025-02-20,3,1001,111,1,899.0,0.1,521.42
50115,2025-02-20,1,1002,102,2,999.0,0.15,579.42
50116,2025-02-21,4,1004,104,2,39.0,0.15,21.45
50117,2025-02-21,2,1005,107,3,29.0,0.0,15.95
50118,2025-02-22,1,1007,109,3,349.0,0.0,212.89
50119,2025-02-22,3,1008,112,4,49.0,0.05,29.89
50120,2025-02-22,1,1009,103,5,79.0,0.1,48.19
50121,2025-02-23,2,1010,102,4,999.0,0.05,579.42
50122,2025-02-23,4,1011,105,5,329.0,0.1,190.82
50123,2025-02-24,3,1013,107,5,29.0,0.1,15.95
50124,2025-02-24,1,1014,110,1,199.0,0.15,109.45
50125,2025-02-25,4,1001,112,1,49.0,0.15,29.89
50126,2025-02-25,2,1002,103,2,79.0,0.0,48.19
50127,2025-02-26,1,1004,105,2,329.0,0.0,190.82
50128,2025-02-26,3,1005,108,3,599.0,0.05,347.42
50129,2025-02-26,1,1006,111,4,899.0,0.1,521.42
50130,2025-02-27,2,1007,110,3,199.0,0.05,109.45
50131,2025-02-27,4,1008,101,4,1299.0,0.1,714.45
50132,2025-02-28,3,1010,103,4,79.0,0.1,48.19
50133,2025-02-28,1,1011,106,5,249.0,0.15,151.89
50134,2025-03-01,4,1013,108,5,599.0,0.15,347.42
50135,2025-03-01,2,1014,111,1,899.0,0.0,521.42
50136,2025-03-02,1,1001,101,1,1299.0,0.0,714.45
50137,2025-03-02,3,1002,104,2,39.0,0.05,21.45
50138,2025-03-02,1,1003,107,3,29.0,0.1,15.95
50139,2025-03-03,2,1004,106,2,249.0,0.05,151.89
50140,2025-03-03,4,1005,109,3,349.0,0.1,212.89
50141,2025-03-04,3,1007,111,3,899.0,0.1,521.42
50142,2025-03-04,1,1008,102,4,999.0,0.15,579.42
50143,2025-03-05,4,1010,104,4,39.0,0.15,21.45
50144,2025-03-05,2,1011,107,5,29.0,0.0,15.95
50145,2025-03-06,1,1013,109,5,349.0,0.0,212.89
50146,2025-03-06,3,1014,112,1,49.0,0.05,29.89
50147,2025-03-06,1,1015,103,2,79.0,0.1,48.19
50148,2025-03-07,2,1001,102,1,999.0,0.05,579.42
50149,2025-03-07,4,1002,105,2,329.0,0.1,190.82
50150,2025-03-08,3,1004,107,2,29.0,0.1,15.95
50151,2025-03-08,1,1005,110,3,199.0,0.15,109.45
50152,2025-03-09,4,1007,112,3,49.0,0.15,29.89
50153,2025-03-09,2,1008,103,4,79.0,0.0,48.19
50154,2025-03-10,1,1010,105,4,329.0,0.0,190.82
50155,2025-03-10,3,1011,108,5,599.0,0.05,347.42
50156,2025-03-10,1,1012,111,1,899.0,0.1,521.42
50157,2025-03-11,2,1013,110,5,199.0,0.05,109.45
50158,2025-03-11,4,1014,101,1,1299.0,0.1,714.45
50159,2025-03-12,3,1001,103,1,79.0,0.1,48.19
50160,2025-03-12,1,1002,106,2,249.0,0.15,151.89
50161,2025-03-13,4,1004,108,2,599.0,0.15,347.42
50162,2025-03-13,2,1005,111,3,899.0,0.0,521.42
50163,2025-03-14,1,1007,101,3,1299.0,0.0,714.45
50164,2025-03-14,3,1008,104,4,39.0,0.05,21.45
50165,2025-03-14,1,1009,107,5,29.0,0.1,15.95
50166,2025-03-15,2,1010,106,4,249.0,0.05,151.89
50167,2025-03-15,4,1011,109,5,349.0,0.1,212.89
50168,2025-03-16,3,1013,111,5,899.0,0.1,521.42
50169,2025-03-16,1,1014,102,1,999.0,0.15,579.42
50170,2025-03-17,4,1001,104,1,39.0,0.15,21.45
50171,2025-03-17,2,1002,107,2,29.0,0.0,15.95
50172,2025-03-18,1,1004,109,2,349.0,0.0,212.89
50173,2025-03-18,3,1005,112,3,49.0,0.05,29.89
50174,2025-03-18,1,1006,103,4,79.0,0.1,48.19
50175,2025-03-19,2,1007,102,3,999.0,0.05,579.42
50176,2025-03-19,4,1008,105,4,329.0,0.1,190.82
50177,2025-03-20,3,1010,107,4,29.0,0.1,15.95
50178,2025-03-20,1,1011,110,5,199.0,0.15,109.45
50179,2025-03-21,4,1013,112,5,49.0,0.15,29.89
50180,2025-03-21,2,1014,103,1,79.0,0.0,48.19
50181,2025-03-22,1,1001,105,1,329.0,0.0,190.82
50182,2025-03-22,3,1002,108,2,599.0,0.05,347.42
50183,2025-03-22,1,1003,111,3,899.0,0.1,521.42
50184,2025-03-23,2,1004,110,2,199.0,0.05,109.45
50185,2025-03-23,4,1005,101,3,1299.0,0.1,714.45
50186,2025-03-24,3,1007,103,3,79.0,0.1,48.19
50187,2025-03-24,1,1008,106,4,249.0,0.15,151.89
50188,2025-03-25,4,1010,108,4,599.0,0.15,347.42
50189,2025-03-25,2,1011,111,5,899.0,0.0,521.42
50190,2025-03-26,1,1013,101,5,1299.0,0.0,714.45
50191,2025-03-26,3,1014,104,1,39.0,0.05,21.45
50192,2025-03-26,1,1015,107,2,29.0,0.1,15.95
50193,2025-03-27,2,1001,106,1,249.0,0.05,151.89
50194,2025-03-27,4,1002,109,2,349.0,0.1,212.89
50195,2025-03-28,3,1004,111,2,899.0,0.1,521.42
50196,2025-03-28,1,1005,102,3,999.0,0.15,579.42
50197,2025-03-29,4,1007,104,3,39.0,0.15,21.45
50198,2025-03-29,2,1008,107,4,29.0,0.0,15.95
50199,2025-03-30,1,1010,109,4,349.0,0.0,212.89
50200,2025-03-30,3,1011,112,5,49.0,0.05,29.89
50201,2025-03-30,1,1012,103,1,79.0,0.1,48.19
50202,2025-03-31,2,1013,102,5,999.0,0.05,579.42
50203,2025-03-31,4,1014,105,1,329.0,0.1,190.82
50204,2025-04-01,3,1001,107,1,29.0,0.1,15.95
50205,2025-04-01,1,1002,110,2,199.0,0.15,109.45
50206,2025-04-02,4,1004,112,2,49.0,0.15,29.89
50207,2025-04-02,2,1005,103,3,79.0,0.0,48.19
50208,2025-04-03,1,1007,105,3,329.0,0.0,190.82
50209,2025-04-03,3,1008,108,4,599.0,0.05,347.42
50210,2025-04-03,1,1009,111,5,899.0,0.1,521.42
50211,2025-04-04,2,1010,110,4,199.0,0.05,109.45
50212,2025-04-04,4,1011,101,5,1299.0,0.1,714.45
50213,2025-04-05,3,1013,103,5,79.0,0.1,48.19
50214,2025-04-05,1,1014,106,1,249.0,0.15,151.89
50215,2025-04-06,4,1001,108,1,599.0,0.15,347.42
50216,2025-04-06,2,1002,111,2,899.0,0.0,521.42
50217,2025-04-07,1,1004,101,2,1299.0,0.0,714.45
50218,2025-04-07,3,1005,104,3,39.0,0.05,21.45
50219,2025-04-07,1,1006,107,4,29.0,0.1,15.95
50220,2025-04-08,2,1007,106,3,249.0,0.05,151.89
50221,2025-04-08,4,1008,109,4,349.0,0.1,212.89
50222,2025-04-09,3,1010,111,4,899.0,0.1,521.42
50223,2025-04-09,1,1011,102,5,999.0,0.15,579.42
50224,2025-04-10,4,1013,104,5,39.0,0.15,21.45
50225,2025-04-10,2,1014,107,1,29.0,0.0,15.95
50226,2025-04-11,1,1001,109,1,349.0,0.0,212.89
50227,2025-04-11,3,1002,112,2,49.0,0.05,29.89
50228,2025-04-11,1,1003,103,3,79.0,0.1,48.19
50229,2025-04-12,2,1004,102,2,999.0,0.05,579.42
50230,2025-04-12,4,1005,105,3,329.0,0.1,190.82
50231,2025-04-13,3,1007,107,3,29.0,0.1,15.95
50232,2025-04-13,1,1008,110,4,199.0,0.15,109.45
50233,2025-04-14,4,1010,112,4,49.0,0.15,29.89
50234,2025-04-14,2,1011,103,5,79.0,0.0,48.19
50235,2025-04-15,1,1013,105,5,329.0,0.0,190.82
50236,2025-04-15,3,1014,108,1,599.0,0.05,347.42
50237,2025-04-15,1,1015,111,2,899.0,0.1,521.42
50238,2025-04-16,2,1001,110,1,199.0,0.05,109.45
50239,2025-04-16,4,1002,101,2,1299.0,0.1,714.45
50240,2025-04-17,3,1004,103,2,79.0,0.1,48.19
50241,2025-04-17,1,1005,106,3,249.0,0.15,151.89
50242,2025-04-18,4,1007,108,3,599.0,0.15,347.42
50243,2025-04-18,2,1008,111,4,899.0,0.0,521.42
50244,2025-04-19,1,1010,101,4,1299.0,0.0,714.45
50245,2025-04-19,3,1011,104,5,39.0,0.05,21.45
50246,2025-04-19,1,1012,107,1,29.0,0.1,15.95
50247,2025-04-20,2,1013,106,5,249.0,0.05,151.89
50248,2025-04-20,4,1014,109,1,349.0,0.1,212.89
50249,2025-04-21,3,1001,111,1,899.0,0.1,521.42
50250,2025-04-21,1,1002,102,2,999.0,0.15,579.42
50251,2025-04-22,4,1004,104,2,39.0,0.15,21.45
50252,2025-04-22,2,1005,107,3,29.0,0.0,15.95
50253,2025-04-23,1,1007,109,3,349.0,0.0,212.89
50254,2025-04-23,3,1008,112,4,49.0,0.05,29.89
50255,2025-04-23,1,1009,103,5,79.0,0.1,48.19
50256,2025-04-24,2,1010,102,4,999.0,0.05,579.42
50257,2025-04-24,4,1011,105,5,329.0,0.1,190.82
50258,2025-04-25,3,1013,107,5,29.0,0.1,15.95
50259,2025-04-25,1,1014,110,1,199.0,0.15,109.45
50260,2025-04-26,4,1001,112,1,49.0,0.15,29.89
50261,2025-04-26,2,1002,103,2,79.0,0.0,48.19
50262,2025-04-27,1,1004,105,2,329.0,0.0,190.82
50263,2025-04-27,3,1005,108,3,599.0,0.05,347.42
50264,2025-04-27,1,1006,111,4,899.0,0.1,521.42
50265,2025-04-28,2,1007,110,3,199.0,0.05,109.45
50266,2025-04-28,4,1008,101,4,1299.0,0.1,714.45
50267,2025-04-29,3,1010,103,4,79.0,0.1,48.19
50268,2025-04-29,1,1011,106,5,249.0,0.15,151.89
50269,2025-04-30,4,1013,108,5,599.0,0.15,347.42
50270,2025-04-30,2,1014,111,1,899.0,0.0,521.42
50271,2025-05-01,1,1001,101,1,1299.0,0.0,714.45
50272,2025-05-01,3,1002,104,2,39.0,0.05,21.45
50273,2025-05-01,1,1003,107,3,29.0,0.1,15.95
50274,2025-05-02,2,1004,106,2,249.0,0.05,151.89
50275,2025-05-02,4,1005,109,3,349.0,0.1,212.89
50276,2025-05-03,3,1007,111,3,899.0,0.1,521.42
50277,2025-05-03,1,1008,102,4,999.0,0.15,579.42
50278,2025-05-04,4,1010,104,4,39.0,0.15,21.45
50279,2025-05-04,2,1011,107,5,29.0,0.0,15.95
50280,2025-05-05,1,1013,109,5,349.0,0.0,212.89
50281,2025-05-05,3,1014,112,1,49.0,0.05,29.89
50282,2025-05-05,1,1015,103,2,79.0,0.1,48.19
50283,2025-05-06,2,1001,102,1,999.0,0.05,579.42
50284,2025-05-06,4,1002,105,2,329.0,0.1,190.82
50285,2025-05-07,3,1004,107,2,29.0,0.1,15.95
50286,2025-05-07,1,1005,110,3,199.0,0.15,109.45
50287,2025-05-08,4,1007,112,3,49.0,0.15,29.89
50288,2025-05-08,2,1008,103,4,79.0,0.0,48.19
50289,2025-05-09,1,1010,105,4,329.0,0.0,190.82
50290,2025-05-09,3,1011,108,5,599.0,0.05,347.42
50291,2025-05-09,1,1012,111,1,899.0,0.1,521.42
50292,2025-05-10,2,1013,110,5,199.0,0.05,109.45
50293,2025-05-10,4,1014,101,1,1299.0,0.1,714.45
50294,2025-05-11,3,1001,103,1,79.0,0.1,48.19
50295,2025-05-11,1,1002,106,2,249.0,0.15,151.89
50296,2025-05-12,4,1004,108,2,599.0,0.15,347.42
50297,2025-05-12,2,1005,111,3,899.0,0.0,521.42
50298,2025-05-13,1,1007,101,3,1299.0,0.0,714.45
50299,2025-05-13,3,1008,104,4,39.0,0.05,21.45
50300,2025-05-13,1,1009,107,5,29.0,0.1,15.95
50301,2025-05-14,2,1010,106,4,249.0,0.05,151.89
50302,2025-05-14,4,1011,109,5,349.0,0.1,212.89
50303,2025-05-15,3,1013,111,5,899.0,0.1,521.42
50304,2025-05-15,1,1014,102,1,999.0,0.15,579.42
50305,2025-05-16,4,1001,104,1,39.0,0.15,21.45
50306,2025-05-16,2,1002,107,2,29.0,0.0,15.95
50307,2025-05-17,1,1004,109,2,349.0,0.0,212.89
50308,2025-05-17,3,1005,112,3,49.0,0.05,29.89
50309,2025-05-17,1,1006,103,4,79.0,0.1,48.19
50310,2025-05-18,2,1007,102,3,999.0,0.05,579.42
50311,2025-05-18,4,1008,105,4,329.0,0.1,190.82
50312,2025-05-19,3,1010,107,4,29.0,0.1,15.95
50313,2025-05-19,1,1011,110,5,199.0,0.15,109.45
50314,2025-05-20,4,1013,112,5,49.0,0.15,29.89
50315,2025-05-20,2,1014,103,1,79.0,0.0,48.19
50316,2025-05-21,1,1001,105,1,329.0,0.0,190.82
50317,2025-05-21,3,1002,108,2,599.0,0.05,347.42
50318,2025-05-21,1,1003,111,3,899.0,0.1,521.42
50319,2025-05-22,2,1004,110,2,199.0,0.05,109.45
50320,2025-05-22,4,1005,101,3,1299.0,0.1,714.45
50321,2025-05-23,3,1007,103,3,79.0,0.1,48.19
50322,2025-05-23,1,1008,106,4,249.0,0.15,151.89
50323,2025-05-24,4,1010,108,4,599.0,0.15,347.42
50324,2025-05-24,2,1011,111,5,899.0,0.0,521.42
50325,2025-05-25,1,1013,101,5,1299.0,0.0,714.45
50326,2025-05-25,3,1014,104,1,39.0,0.05,21.45
50327,2025-05-25,1,1015,107,2,29.0,0.1,15.95
50328,2025-05-26,2,1001,106,1,249.0,0.05,151.89
50329,2025-05-26,4,1002,109,2,349.0,0.1,212.89
50330,2025-05-27,3,1004,111,2,899.0,0.1,521.42
50331,2025-05-27,1,1005,102,3,999.0,0.15,579.42
50332,2025-05-28,4,1007,104,3,39.0,0.15,21.45
50333,2025-05-28,2,1008,107,4,29.0,0.0,15.95
50334,2025-05-29,1,1010,109,4,349.0,0.0,212.89
50335,2025-05-29,3,1011,112,5,49.0,0.05,29.89
50336,2025-05-29,1,1012,103,1,79.0,0.1,48.19
50337,2025-05-30,2,1013,102,5,999.0,0.05,579.42
50338,2025-05-30,4,1014,105,1,329.0,0.1,190.82
50339,2025-05-31,3,1001,107,1,29.0,0.1,15.95
50340,2025-05-31,1,1002,110,2,199.0,0.15,109.45
50341,2025-06-01,4,1004,112,2,49.0,0.15,29.89
50342,2025-06-01,2,1005,103,3,79.0,0.0,48.19
50343,2025-06-02,1,1007,105,3,329.0,0.0,190.82
50344,2025-06-02,3,1008,108,4,599.0,0.05,347.42
50345,2025-06-02,1,1009,111,5,899.0,0.1,521.42
50346,2025-06-03,2,1010,110,4,199.0,0.05,109.45
50347,2025-06-03,4,1011,101,5,1299.0,0.1,714.45
50348,2025-06-04,3,1013,103,5,79.0,0.1,48.19
50349,2025-06-04,1,1014,106,1,249.0,0.15,151.89
50350,2025-06-05,4,1001,108,1,599.0,0.15,347.42
50351,2025-06-05,2,1002,111,2,899.0,0.0,521.42
50352,2025-06-06,1,1004,101,2,1299.0,0.0,714.45
50353,2025-06-06,3,1005,104,3,39.0,0.05,21.45
50354,2025-06-06,1,1006,107,4,29.0,0.1,15.95
50355,2025-06-07,2,1007,106,3,249.0,0.05,151.89
50356,2025-06-07,4,1008,109,4,349.0,0.1,212.89
50357,2025-06-08,3,1010,111,4,899.0,0.1,521.42
50358,2025-06-08,1,1011,102,5,999.0,0.15,579.42
50359,2025-06-09,4,1013,104,5,39.0,0.15,21.45
50360,2025-06-09,2,1014,107,1,29.0,0.0,15.95
50361,2025-06-10,1,1001,109,1,349.0,0.0,212.89
50362,2025-06-10,3,1002,112,2,49.0,0.05,29.89
50363,2025-06-10,1,1003,103,3,79.0,0.1,48.19
50364,2025-06-11,2,1004,102,2,999.0,0.05,579.42
50365,2025-06-11,4,1005,105,3,329.0,0.1,190.82
50366,2025-06-12,3,1007,107,3,29.0,0.1,15.95
50367,2025-06-12,1,1008,110,4,199.0,0.15,109.45
50368,2025-06-13,4,1010,112,4,49.0,0.15,29.89
50369,2025-06-13,2,1011,103,5,79.0,0.0,48.19
50370,2025-06-14,1,1013,105,5,329.0,0.0,190.82
50371,2025-06-14,3,1014,108,1,599.0,0.05,347.42
50372,2025-06-14,1,1015,111,2,899.0,0.1,521.42
50373,2025-06-15,2,1001,110,1,199.0,0.05,109.45
50374,2025-06-15,4,1002,101,2,1299.0,0.1,714.45
50375,2025-06-16,3,1004,103,2,79.0,0.1,48.19
50376,2025-06-16,1,1005,106,3,249.0,0.15,151.89
50377,2025-06-17,4,1007,108,3,599.0,0.15,347.42
50378,2025-06-17,2,1008,111,4,899.0,0.0,521.42
50379,2025-06-18,1,1010,101,4,1299.0,0.0,714.45
50380,2025-06-18,3,1011,104,5,39.0,0.05,21.45
50381,2025-06-18,1,1012,107,1,29.0,0.1,15.95
50382,2025-06-19,2,1013,106,5,249.0,0.05,151.89
50383,2025-06-19,4,1014,109,1,349.0,0.1,212.89
50384,2025-06-20,3,1001,111,1,899.0,0.1,521.42
50385,2025-06-20,1,1002,102,2,999.0,0.15,579.42
50386,2025-06-21,4,1004,104,2,39.0,0.15,21.45
50387,2025-06-21,2,1005,107,3,29.0,0.0,15.95
50388,2025-06-22,1,1007,109,3,349.0,0.0,212.89
50389,2025-06-22,3,1008,112,4,49.0,0.05,29.89
50390,2025-06-22,1,1009,103,5,79.0,0.1,48.19
50391,2025-06-23,2,1010,102,4,999.0,0.05,579.42
50392,2025-06-23,4,1011,105,5,329.0,0.1,190.82
50393,2025-06-24,3,1013,107,5,29.0,0.1,15.95
50394,2025-06-24,1,1014,110,1,199.0,0.15,109.45
50395,2025-06-25,4,1001,112,1,49.0,0.15,29.89
50396,2025-06-25,2,1002,103,2,79.0,0.0,48.19
50397,2025-06-26,1,1004,105,2,329.0,0.0,190.82
50398,2025-06-26,3,1005,108,3,599.0,0.05,347.42
50399,2025-06-26,1,1006,111,4,899.0,0.1,521.42
50400,2025-06-27,2,1007,110,3,199.0,0.05,109.45
50401,2025-06-27,4,1008,101,4,1299.0,0.1,714.45
50402,2025-06-28,3,1010,103,4,79.0,0.1,48.19
50403,2025-06-28,1,1011,106,5,249.0,0.15,151.89
50404,2025-06-29,4,1013,108,5,599.0,0.15,347.42
50405,2025-06-29,2,1014,111,1,899.0,0.0,521.42
50406,2025-06-30,1,1001,101,1,1299.0,0.0,714.45
50407,2025-06-30,3,1002,104,2,39.0,0.05,21.45
50408,2025-06-30,1,1003,107,3,29.0,0.1,15.95
50409,2025-07-01,2,1004,106,2,249.0,0.05,151.89
50410,2025-07-01,4,1005,109,3,349.0,0.1,212.89
50411,2025-07-02,3,1007,111,3,899.0,0.1,521.42
50412,2025-07-02,1,1008,102,4,999.0,0.15,579.42
50413,2025-07-03,4,1010,104,4,39.0,0.15,21.45
50414,2025-07-03,2,1011,107,5,29.0,0.0,15.95
50415,2025-07-04,1,1013,109,5,349.0,0.0,212.89
50416,2025-07-04,3,1014,112,1,49.0,0.05,29.89
50417,2025-07-04,1,1015,103,2,79.0,0.1,48.19
50418,2025-07-05,2,1001,102,1,999.0,0.05,579.42
50419,2025-07-05,4,1002,105,2,329.0,0.1,190.82
50420,2025-07-06,3,1004,107,2,29.0,0.1,15.95
50421,2025-07-06,1,1005,110,3,199.0,0.15,109.45
50422,2025-07-07,4,1007,112,3,49.0,0.15,29.89
50423,2025-07-07,2,1008,103,4,79.0,0.0,48.19
50424,2025-07-08,1,1010,105,4,329.0,0.0,190.82
50425,2025-07-08,3,1011,108,5,599.0,0.05,347.42
50426,2025-07-08,1,1012,111,1,899.0,0.1,521.42
50427,2025-07-09,2,1013,110,5,199.0,0.05,109.45
50428,2025-07-09,4,1014,101,1,1299.0,0.1,714.45
50429,2025-07-10,3,1001,103,1,79.0,0.1,48.19
50430,2025-07-10,1,1002,106,2,249.0,0.15,151.89
50431,2025-07-11,4,1004,108,2,599.0,0.15,347.42
50432,2025-07-11,2,1005,111,3,899.0,0.0,521.42
50433,2025-07-12,1,1007,101,3,1299.0,0.0,714.45
50434,2025-07-12,3,1008,104,4,39.0,0.05,21.45
50435,2025-07-12,1,1009,107,5,29.0,0.1,15.95
50436,2025-07-13,2,1010,106,4,249.0,0.05,151.89
50437,2025-07-13,4,1011,109,5,349.0,0.1,212.89
50438,2025-07-14,3,1013,111,5,899.0,0.1,521.42
50439,2025-07-14,1,1014,102,1,999.0,0.15,579.42
50440,2025-07-15,4,1001,104,1,39.0,0.15,21.45
50441,2025-07-15,2,1002,107,2,29.0,0.0,15.95
50442,2025-07-16,1,1004,109,2,349.0,0.0,212.89
50443,2025-07-16,3,1005,112,3,49.0,0.05,29.89
50444,2025-07-16,1,1006,103,4,79.0,0.1,48.19
50445,2025-07-17,2,1007,102,3,999.0,0.05,579.42
50446,2025-07-17,4,1008,105,4,329.0,0.1,190.82
50447,2025-07-18,3,1010,107,4,29.0,0.1,15.95
